0,0,0
201,0.420147,13
401,0.840294,29
601,1.060371,44
801,1.220427,54
1001,1.40049,70
1201,1.540539,85
1401,1.660581,101
1601,1.780623,116
1801,1.900665,131
2001,1.960686,131
2201,1.960686,131
2401,1.960686,131
