0,0,0
200,0.30670731,13
400,0.68063814,29
600,0.90131535,44
800,1.03736295,54
1000,1.1904165,70
1200,1.32486354,85
1400,1.46131128,101
1600,1.56694824,116
1800,1.620567,131
2000,1.640574,131
2200,1.660581,131
2400,1.680588,131
