0,.00,7.00
200,-356103.16,7.00
400,-609753.60,7.00
600,-905854.39,7.00
800,-1217416.48,7.00
1000,-1561608.22,7.00
1202,-1836430.79,7.00
1402,-2122522.35,7.00
1602,-2402832.88,7.00
1802,-2684390.70,10.00
2002,-2953962.09,10.00
2202,-3232016.94,10.00
2402,-3480463.42,10.00
2602,-3737722.88,10.00
2802,-3940960.14,10.00
3002,-4175652.49,10.00
3202,-4369765.83,10.00
3402,-4587536.25,11.00
3602,-4901069.86,11.00
3802,-5247188.62,11.00
4002,-5620401.95,11.00
4202,-6027365.84,11.00
4402,-6428594.78,14.00
4602,-6836340.05,14.00
4802,-7228687.24,14.00
5002,-7600953.58,14.00
5202,-7971298.07,14.00
5402,-8328610.93,14.00
5602,-8695185.75,14.00
5802,-9061134.92,17.00
6002,-9431547.57,17.00
6202,-9801921.58,17.00
6402,-10159516.62,17.00
6602,-10520161.46,20.00
6802,-10892325.81,20.00
7002,-11256911.22,20.00
7202,-11606622.58,20.00
7402,-11958066.79,20.00
7602,-12316785.93,20.00
7802,-12689792.28,24.00
8002,-12909458.52,24.00
8202,-13206490.13,24.00
8402,-13563686.27,24.00
8602,-13924712.17,24.00
8802,-14292137.96,24.00
9002,-14667013.71,27.00
9202,-15028682.29,27.00
9402,-15399742.55,27.00
9602,-15772908.51,27.00
9802,-16139511.37,27.00
10002,-16506144.36,30.00
10202,-16879133.09,30.00
10402,-17241650.17,30.00
10602,-17613326.26,30.00
10802,-17972278.93,30.00
11002,-18331645.95,30.00
11202,-18704657.27,33.00
11402,-19076418.89,33.00
11602,-19437596.20,33.00
11802,-19802023.32,33.00
12002,-20170022.44,33.00
12202,-20534425.98,36.00
12402,-20905264.35,36.00
12602,-21267518.68,36.00
12802,-21644454.44,36.00
13002,-22010533.00,36.00
13202,-22385966.09,36.00
13402,-22754724.93,36.00
13602,-23116071.71,39.00
13802,-23493285.35,39.00
14002,-23862815.38,39.00
14202,-24235782.25,39.00
14402,-24609410.54,39.00
14602,-24979464.48,39.00
14802,-25340670.90,42.00
15002,-25700225.19,42.00
15202,-26072283.05,42.00
15402,-26445724.87,42.00
15602,-26825200.63,42.00
15803,-27209076.56,42.00
16003,-27579723.53,45.00
16203,-27952928.36,45.00
16403,-28306100.66,45.00
16603,-28663387.62,45.00
16803,-29038218.46,46.00
17003,-29399808.78,46.00
17203,-29759371.82,46.00
17403,-30139864.12,49.00
17603,-30514844.93,49.00
17803,-30897932.51,49.00
18003,-31276406.82,49.00
18203,-31644747.46,49.00
18403,-32026671.52,49.00
18603,-32399818.12,49.00
18803,-32783542.17,52.00
19003,-33162351.34,52.00
19203,-33546623.62,52.00
19403,-33918126.83,52.00
19603,-34294410.82,52.00
19803,-34679665.36,52.00
