0,.00,7.00
202,.03,7.00
402,.07,7.00
602,.11,7.00
802,.15,7.00
1002,.19,7.00
1202,.23,7.00
1402,.29,7.00
1602,.33,10.00
1802,.38,10.00
2002,.43,10.00
2202,.48,10.00
2402,.55,10.00
2602,.58,13.00
2802,.62,13.00
3002,.72,13.00
3202,.77,13.00
3403,.82,13.00
3603,.85,13.00
3803,.91,13.00
4003,.99,16.00
4203,1.07,16.00
4403,1.12,16.00
4603,1.20,16.00
4803,1.29,19.00
5003,1.35,19.00
5203,1.42,19.00
5403,1.47,19.00
5603,1.53,19.00
5803,1.60,19.00
6003,1.66,22.00
6203,1.71,22.00
6403,1.78,22.00
6603,1.84,22.00
6803,1.94,22.00
7003,2.00,22.00
7203,2.08,25.00
7403,2.16,25.00
7603,2.22,25.00
7803,2.27,25.00
8003,2.33,25.00
8203,2.38,28.00
8403,2.46,28.00
8603,2.55,28.00
8803,2.64,28.00
9003,2.72,28.00
9203,2.79,28.00
9403,2.86,31.00
9603,2.92,31.00
9803,2.98,31.00
10003,3.03,31.00
10203,3.08,31.00
10403,3.11,31.00
10603,3.16,35.00
10803,3.22,35.00
11003,3.32,35.00
11203,3.36,35.00
11403,3.42,35.00
11603,3.49,38.00
11803,3.53,38.00
12003,3.56,38.00
12203,3.60,38.00
12403,3.65,38.00
12603,3.73,38.00
12803,3.85,41.00
13003,3.94,41.00
13203,4.00,41.00
13403,4.04,41.00
13603,4.09,44.00
13803,4.16,44.00
14003,4.25,44.00
14203,4.36,45.00
14403,4.55,48.00
14603,4.68,48.00
14803,4.74,48.00
15003,4.81,48.00
15203,4.93,51.00
15403,5.02,51.00
15603,5.12,51.00
15803,5.22,54.00
16003,5.31,54.00
16203,5.38,54.00
16403,5.42,54.00
16603,5.47,57.00
16803,5.55,57.00
17003,5.63,57.00
17203,5.70,57.00
17403,5.78,60.00
17603,5.87,60.00
17803,5.98,60.00
18003,6.05,60.00
18203,6.09,63.00
18403,6.13,63.00
18603,6.18,63.00
18803,6.23,66.00
19003,6.29,66.00
19203,6.35,66.00
19403,6.41,66.00
19603,6.48,69.00
19803,6.53,69.00
