0,0,0
200,0,13
400,0,29
600,0,44
800,0,54
1000,0,70
1200,0.500175,85
1400,0.640224,101
1600,0.680238,116
1800,0.740259,131
2000,0.840294,131
2200,0.900315,131
2400,0.900315,131
