1,0.8912395067000001,3,4
2,0.9872431679177898,6,4
3,1.1715940078431446,11,4
4,1.3294687872559254,15,4
5,1.4613197406692193,19,4
6,1.5633420740020423,23,4
7,1.6635253457489245,28,4
8,1.7277894467180799,32,4
9,1.7802283337795106,36,4
10,1.8322091555415398,41,4
11,1.8651748792545817,45,4
12,1.8920357010057232,49,4
13,1.9187198459636734,54,4
14,1.9356491283812889,58,4
15,1.9494379287139822,62,4
16,1.9631349803247522,67,4
17,1.9718255209370188,71,4
18,1.9789040022140267,75,4
19,1.9859352776284096,80,4
20,1.9903964853546239,84,4
21,1.9940301673676208,88,4
22,1.9976396188970738,93,4
23,1.999929744546672,97,4
24,2.0017950662350215,101,4
25,2.003314382417665,105,4
26,2.00482356748843,110,4
27,2.005781115611052,114,4
28,2.0065610445420976,118,4
29,2.007335772749993,123,4
30,2.0078273224984864,127,4
