0,0,0
200,0.276036579,13
400,0.612574326,29
600,0.811183815,44
800,0.933626655,54
1000,1.07137485,70
1200,1.192377186,85
1400,1.315180152,101
1600,1.410253416,116
1800,1.4585103,131
2000,1.4765166,131
2200,1.4945229,131
2400,1.540539,131
