0,.00,7.00
201,805.88,7.00
401,1550.58,7.00
602,2332.92,7.00
802,3151.80,7.00
1002,3956.84,10.00
1202,4722.30,10.00
1402,5258.70,10.00
1603,6008.32,10.00
1804,6750.76,13.00
2004,7445.43,13.00
2204,8028.62,13.00
2404,8907.65,13.00
2604,9734.51,16.00
2804,10538.43,16.00
3004,11222.87,16.00
3204,12100.20,19.00
3404,12868.22,19.00
3604,13631.33,19.00
3804,14432.41,19.00
4004,15227.90,22.00
4204,15998.33,22.00
4404,16569.19,22.00
4604,17203.92,25.00
4804,17957.62,25.00
5004,18649.16,25.00
5204,19431.92,25.00
5404,20110.52,28.00
5604,20880.62,28.00
5808,21640.57,28.00
6008,22412.39,31.00
6209,23083.92,31.00
6413,23666.06,31.00
6613,24189.30,31.00
6813,24907.22,34.00
7027,25718.86,34.00
7227,26478.89,34.00
7427,27303.75,37.00
7627,28041.32,37.00
7827,28882.82,37.00
8027,29613.23,37.00
8227,30419.56,40.00
8427,31132.18,40.00
8627,31884.80,40.00
8827,32546.63,40.00
9027,33291.53,43.00
9227,33895.96,43.00
9427,34702.33,43.00
9627,35498.14,43.00
9827,36283.30,46.00
10027,36798.80,46.00
10227,37526.83,46.00
10427,38228.54,46.00
10627,38952.42,49.00
10827,39691.90,49.00
11027,40381.21,49.00
11227,41051.61,49.00
11427,41786.18,52.00
11633,42542.21,52.00
11833,43298.09,52.00
12033,44099.85,52.00
12233,44896.64,55.00
12433,45602.60,55.00
12633,46431.89,55.00
12833,47214.30,58.00
13033,47998.04,58.00
13236,48768.69,58.00
13436,49434.01,58.00
13636,50215.31,61.00
13836,51005.36,61.00
14036,51702.02,61.00
14236,52441.77,65.00
14436,53120.02,65.00
14636,53847.13,65.00
14836,54709.44,68.00
15036,55484.89,68.00
15236,56284.70,68.00
15436,57060.84,68.00
15636,57878.44,71.00
15836,58418.97,71.00
16036,59202.31,71.00
16236,59923.72,74.00
16436,60627.82,74.00
16636,61404.32,74.00
16836,62056.43,77.00
17036,62719.54,77.00
17236,63457.97,77.00
17436,64149.31,77.00
17636,64921.12,80.00
17836,65614.06,80.00
18036,66385.80,80.00
18236,67097.54,83.00
18436,67839.28,83.00
18636,68684.59,83.00
18836,69430.36,86.00
19036,70195.33,86.00
19236,70882.83,86.00
19436,71590.26,89.00
19636,72392.94,89.00
19836,73209.61,89.00
