0,.00,6.00
203,.37,7.00
409,1.20,7.00
616,1.91,7.00
824,3.06,7.00
1024,3.88,7.00
1224,4.60,10.00
1424,5.49,10.00
1624,6.27,10.00
1824,7.38,13.00
2024,8.62,13.00
2224,9.60,13.00
2424,10.08,13.00
2624,10.76,13.00
2824,11.72,16.00
3024,13.03,16.00
3224,13.86,16.00
3424,14.65,16.00
3624,15.23,16.00
3824,15.85,19.00
4024,16.46,19.00
4224,17.24,19.00
4424,18.07,19.00
4624,18.99,19.00
4824,19.80,19.00
5024,20.87,19.00
5224,21.82,23.00
5424,22.66,23.00
5624,23.31,23.00
5824,23.90,23.00
6024,24.47,23.00
6224,25.22,23.00
6424,25.91,26.00
6624,26.45,26.00
6824,27.00,26.00
7024,27.54,26.00
7224,28.49,26.00
7424,29.26,26.00
7624,30.27,26.00
7824,31.06,26.00
8024,32.20,29.00
8224,32.96,29.00
8424,34.01,29.00
8624,35.02,29.00
8824,36.08,29.00
9024,36.64,32.00
9224,37.80,32.00
9424,38.59,32.00
9624,39.33,32.00
9824,40.64,32.00
10024,42.11,35.00
10224,43.15,35.00
10424,44.11,35.00
10624,45.15,35.00
10824,46.66,35.00
11024,47.72,38.00
11224,48.66,38.00
11424,49.39,38.00
11624,49.86,38.00
11824,50.65,41.00
12024,51.40,41.00
12224,52.36,41.00
12424,53.17,41.00
12624,53.98,44.00
12824,54.89,44.00
13024,55.85,44.00
13224,56.78,44.00
13424,57.67,47.00
13624,58.53,47.00
13824,59.37,47.00
14024,60.14,47.00
14227,60.82,51.00
14427,61.53,51.00
14627,62.42,51.00
14827,63.12,51.00
15027,63.88,54.00
15227,64.52,54.00
15427,65.37,54.00
15627,66.09,54.00
15827,66.93,57.00
16027,67.52,57.00
16227,68.44,57.00
16427,69.13,57.00
16630,69.92,60.00
16831,70.39,60.00
17031,70.97,60.00
17231,71.72,63.00
17431,72.52,63.00
17631,73.57,63.00
17831,74.59,63.00
18031,75.44,66.00
18231,76.20,66.00
18432,76.66,66.00
18633,77.28,69.00
18834,78.00,69.00
19034,78.76,69.00
19234,79.67,69.00
19434,80.69,72.00
19634,81.62,72.00
19834,82.62,72.00
