0,.00,7.00
200,-6645.09,7.00
400,-13208.55,7.00
600,-19517.55,7.00
800,-26417.55,7.00
1002,-31460.19,7.00
1202,-36806.77,7.00
1402,-41285.64,7.00
1602,-47016.32,7.00
1802,-53084.01,7.00
2002,-58911.30,7.00
2202,-65106.33,10.00
2402,-70436.88,10.00
2602,-76408.87,10.00
2802,-82489.81,10.00
3002,-88477.68,10.00
3202,-92975.95,10.00
3402,-98467.59,10.00
3604,-104503.28,10.00
3804,-111306.60,13.00
4004,-117726.46,13.00
4204,-124478.59,13.00
4404,-130592.98,13.00
4604,-136145.12,13.00
4804,-142739.33,13.00
5004,-148943.81,13.00
5204,-155568.62,13.00
5404,-162096.27,13.00
5604,-168946.42,13.00
5809,-174181.05,13.00
6009,-179560.56,13.00
6209,-185334.60,16.00
6409,-191359.76,16.00
6609,-198495.27,16.00
6810,-205087.40,16.00
7010,-211264.67,16.00
7210,-217423.81,16.00
7410,-223359.46,16.00
7610,-230082.65,16.00
7810,-236038.16,16.00
8010,-241095.70,16.00
8210,-246024.75,16.00
8410,-252011.43,19.00
8610,-257165.89,19.00
8810,-263184.55,19.00
9010,-268177.60,19.00
9210,-274131.89,19.00
9410,-280167.38,19.00
9610,-286233.99,19.00
9810,-292236.47,19.00
10010,-297133.02,22.00
10210,-303792.73,22.00
10410,-310018.53,22.00
10610,-315860.48,22.00
10810,-322114.05,22.00
11010,-328307.23,22.00
11210,-334679.15,22.00
11410,-341016.03,25.00
11610,-346940.36,25.00
11810,-353245.60,25.00
12010,-359180.67,25.00
12210,-365164.68,25.00
12410,-370862.47,25.00
12610,-377248.88,28.00
12810,-383476.04,28.00
13011,-388646.69,28.00
13211,-394116.02,28.00
13411,-400933.51,28.00
13611,-407798.34,28.00
13812,-414537.07,28.00
14013,-420506.25,31.00
14213,-427015.70,31.00
14414,-433527.07,31.00
14614,-440154.23,31.00
14814,-447274.93,31.00
15014,-453821.22,31.00
15214,-460718.84,31.00
15414,-467600.07,34.00
15614,-474610.86,34.00
15814,-481459.59,34.00
16014,-488663.10,34.00
16214,-495434.68,34.00
16414,-501213.11,34.00
16616,-506765.62,34.00
16816,-513343.14,37.00
17017,-519153.29,37.00
17217,-525269.34,37.00
17417,-531927.77,37.00
17617,-538052.95,37.00
17817,-544386.21,37.00
18017,-550257.50,37.00
18217,-556225.99,37.00
18417,-563028.86,37.00
18618,-569223.73,40.00
18820,-574200.14,40.00
19033,-580186.22,40.00
19233,-585419.59,40.00
19433,-591562.59,40.00
19633,-596987.98,40.00
19833,-601689.62,40.00
