0,0,0
200,0.288220842,13
400,0.484009344,29
600,0.703025973,44
800,0.871140793,54
1000,1.059470685,70
1200,1.247682536,85
1400,1.450683562,101
1600,1.589740214,116
1800,1.750892598,131
2000,1.7866251,131
2200,1.80063,131
2400,1.820637,131
