0,0,0
200,0.41174406,13
400,0.6722352,29
600,0.90131535,44
800,1.04956722,54
1000,1.2464361,70
1200,1.40189049,85
1400,1.59415776,101
1600,1.70939808,116
1800,1.8626517,131
2000,1.880658,131
2200,1.900665,131
2400,1.900665,131
