3,0.8,1,4
5,0.8760000000000001,2,4
7,0.8956937413,3,4
8,0.9202550255585,4,4
9,0.9644555142499649,5,4
10,1.244094096274006,10,4
11,1.4422706627795416,14,4
12,1.6037322437692834,18,4
13,1.7032847961948625,21,4
14,1.8385390635600973,26,4
15,1.9246142543661846,30,4
16,1.994694924102113,34,4
17,2.064292915721297,39,4
18,2.1084541877247043,43,4
19,2.152321339577,48,4
20,2.20282385519981,56,4
21,2.239630254510542,65,4
22,2.2607463984167437,73,4
23,2.276135901142104,82,4
24,2.285835126139257,91,4
25,2.2919480569689794,100,4
26,2.295800728016091,109,4
27,2.298435813340952,119,4
28,2.299759207773616,127,4
