0,.00,7.00
200,-4716.93,7.00
400,-8703.45,7.00
600,-12298.77,7.00
806,-15324.08,10.00
1006,-18538.58,10.00
1206,-21823.99,10.00
1406,-24413.67,10.00
1606,-27565.66,10.00
1806,-30204.80,10.00
2006,-33860.07,13.00
2206,-37375.83,13.00
2406,-41021.67,13.00
2606,-44664.72,13.00
2806,-48284.71,13.00
3006,-52018.81,16.00
3206,-55646.42,16.00
3406,-59655.77,16.00
3606,-62540.53,16.00
3806,-65821.84,19.00
4006,-68960.13,19.00
4206,-71457.52,19.00
4408,-74432.66,22.00
4608,-77620.25,22.00
4808,-81171.10,22.00
5008,-84174.45,25.00
5208,-87684.71,25.00
5408,-91038.13,25.00
5608,-94620.83,28.00
5808,-97985.59,28.00
6008,-101683.71,28.00
6208,-105247.85,28.00
6408,-108390.51,31.00
6608,-111554.81,31.00
6808,-114513.03,31.00
7008,-118087.12,34.00
7208,-121367.81,34.00
7408,-124757.40,34.00
7608,-128584.53,34.00
7808,-132366.24,34.00
8008,-136018.37,37.00
8208,-139835.94,37.00
8408,-143655.78,37.00
8608,-146284.33,37.00
8808,-149932.29,40.00
9008,-153667.37,40.00
9208,-157192.02,40.00
9408,-160709.86,40.00
9608,-164438.29,43.00
9808,-168125.51,43.00
10008,-171974.46,43.00
10208,-175193.41,43.00
10408,-179282.92,43.00
10608,-183102.20,46.00
10808,-187118.26,46.00
11008,-190950.58,46.00
11208,-194956.55,46.00
11408,-198888.72,49.00
11608,-202525.59,49.00
11808,-206283.68,49.00
12008,-209903.95,49.00
12208,-213677.72,52.00
12408,-217505.48,52.00
12608,-221169.57,52.00
12808,-225056.63,52.00
13008,-228789.57,52.00
13208,-232383.14,56.00
13408,-235953.05,56.00
13608,-239832.35,56.00
13808,-243474.02,56.00
14008,-247111.50,59.00
14208,-250062.50,59.00
14408,-253534.38,59.00
14608,-256657.61,59.00
14808,-260294.29,59.00
15008,-263507.04,62.00
15208,-266986.62,62.00
15408,-270337.54,62.00
15608,-273557.53,62.00
15808,-276996.53,62.00
16008,-280360.68,65.00
16208,-283780.90,65.00
16408,-287126.82,65.00
16608,-290505.85,65.00
16808,-294010.73,68.00
17008,-296966.67,68.00
17208,-300265.49,68.00
17408,-303688.01,68.00
17608,-307054.44,71.00
17808,-310481.52,71.00
18008,-313765.55,71.00
18208,-317104.15,71.00
18408,-320365.88,74.00
18608,-323963.60,74.00
18808,-327162.60,74.00
19009,-330392.26,74.00
19209,-333337.58,77.00
19410,-336864.17,77.00
19610,-339880.47,77.00
19817,-343463.69,77.00
