0,.00,7.00
200,-145309.55,7.00
400,-288596.92,7.00
600,-431897.28,7.00
800,-573334.74,10.00
1000,-719941.65,10.00
1200,-864915.75,10.00
1400,-1003913.09,10.00
1600,-1148181.89,13.00
1800,-1293137.30,13.00
2000,-1433533.08,13.00
2200,-1575080.49,16.00
2400,-1719373.95,16.00
2600,-1862906.45,16.00
2800,-2007222.52,19.00
3000,-2151648.54,19.00
3200,-2296503.62,19.00
3400,-2439988.11,19.00
3600,-2583802.81,22.00
3800,-2728854.44,22.00
4000,-2873146.04,22.00
4200,-3016274.89,25.00
4400,-3159317.88,25.00
4600,-3303010.40,25.00
4800,-3447254.73,28.00
5000,-3590578.44,28.00
5200,-3737157.89,28.00
5400,-3884362.95,28.00
5600,-4031076.82,31.00
5800,-4179223.42,31.00
6000,-4324174.35,31.00
6200,-4468365.43,34.00
6400,-4612325.68,34.00
6600,-4750760.09,34.00
6800,-4888300.05,37.00
7000,-5029872.50,37.00
7200,-5167179.38,37.00
7400,-5309952.59,40.00
7600,-5449415.71,40.00
7800,-5592016.66,40.00
8000,-5734324.10,44.00
8200,-5876288.33,44.00
8400,-6019366.36,44.00
8600,-6162604.41,47.00
8800,-6305878.80,47.00
9000,-6447437.89,47.00
9200,-6589476.48,50.00
9400,-6731526.37,50.00
9600,-6875414.88,50.00
9800,-7018445.08,53.00
10000,-7158423.28,53.00
10200,-7300766.50,53.00
10400,-7442657.12,56.00
10600,-7584240.31,56.00
10800,-7728017.93,56.00
11000,-7872212.19,59.00
11200,-8015010.62,59.00
11400,-8157758.99,59.00
11600,-8300789.19,62.00
11800,-8444322.06,62.00
12000,-8587830.08,62.00
12200,-8730822.45,65.00
12400,-8871523.23,65.00
12600,-9014135.86,65.00
12800,-9157288.44,68.00
13000,-9297743.16,68.00
13200,-9439264.23,68.00
13400,-9578566.95,71.00
13600,-9720382.83,71.00
13800,-9860483.23,71.00
14000,-10003058.59,74.00
14200,-10146492.62,74.00
14400,-10288529.16,74.00
14600,-10430638.19,74.00
14800,-10571667.32,77.00
15000,-10716459.54,77.00
15200,-10861338.16,77.00
15400,-11006179.89,81.00
15600,-11149256.42,81.00
15800,-11291720.34,81.00
16000,-11427751.72,84.00
16200,-11570819.19,84.00
16400,-11714107.87,84.00
16600,-11856635.96,87.00
16800,-11997448.37,87.00
17000,-12133345.33,87.00
17200,-12266754.53,90.00
17400,-12401818.03,90.00
17600,-12534859.17,90.00
17800,-12671209.10,93.00
18000,-12809863.98,93.00
18200,-12951190.18,93.00
18400,-13061665.29,96.00
18604,-13093889.78,96.00
18804,-13123687.13,96.00
19004,-13151866.34,96.00
19205,-13188589.08,96.00
19410,-13212135.42,96.00
19610,-13234921.72,96.00
19815,-13279317.47,96.00
