2,0.9709781685654205,5,28
4,1.4786834489447371,16,28
6,1.9325615639554385,34,28
8,2.108806736900252,49,28
10,2.261078706961988,86,28
12,2.282425326487579,103,28
14,2.2931228305173508,120,28
